NEIGHBORHOOD,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASEMENT,BUILDING_CLASS_AT_PRESENT,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,962,60,,B9,111 GARFIELD PLACE,,11215,2,0,2,"1,893","2,340",1901,1,B9,"24,50,000",18/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,963,77,,B9,179 GARFIELD PLACE,,11215,2,0,2,"2,550","3,504",1901,1,B9,"38,00,000",09/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,965,51,,B3,371 1 STREET,,11215,2,0,2,"1,950","4,008",1901,1,B3,"53,15,000",07/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,17,,B3,326 1 STREET,,11215,2,0,2,"1,800","2,670",1901,1,B3,"30,50,000",02/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,26,,B3,344 FIRST STREET,,11215,2,0,2,"1,800","2,670",1901,1,B3,"35,00,000",19/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,29,,B3,350 1 STREET,,11215,2,0,2,"1,800","2,430",1901,1,B3,"31,75,000",23/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,60,,B3,401 SECOND STREET,,11215,2,0,2,"1,800","2,668",1901,1,B3,"20,10,000",24/05/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,64,,B3,393 2 STREET,,11215,2,0,2,"1,750","2,536",1901,1,B3,"28,49,000",05/08/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,970,76,,B3,369 2ND STREET,,11215,2,0,2,"1,800","2,668",1901,1,B3,"19,00,000",24/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,976,18,,B9,462 2ND STREET,,11215,2,0,2,"1,726","3,464",1901,1,B9,"39,00,000",23/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,976,21,,B9,468 2 STREET,,11215,2,0,2,"1,900","3,440",1920,1,B9,"34,55,000",01/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,983,56,,B9,427 4TH STREET,,11215,2,0,2,"1,900","3,384",1899,1,B9,"34,51,000",17/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,985,28,,B9,340 4 STREET,,11215,2,0,2,"1,667","2,940",1899,1,B9,"35,80,000",02/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,985,76,,B3,351 5 STREET,,11215,2,0,2,"2,000","2,450",1899,1,B3,"24,35,000",14/05/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,988,33,,B3,384 5TH STREET,,11215,2,0,2,"1,567","2,085",1901,1,B3,"22,25,000",03/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,989,75,,B3,417 6TH STREET,,11215,2,0,2,"2,000","3,672",1901,1,B3,"38,85,000",20/05/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,995,70,,B3,423 7TH STREET,,11215,2,0,2,"2,000","3,607",1901,1,B3,"48,50,000",28/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,998,62,,B3,239 8 STREET,,11215,2,0,2,"1,800","2,304",1899,1,B3,"32,45,000",09/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,999,57,,B1,319 8TH STREET,,11215,2,0,2,"1,817","2,430",1899,1,B1,"24,50,000",21/01/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1058,52,,A4,213 ST JOHNS PLACE,,11217,1,0,1,"2,000","3,760",1899,1,B9,"33,50,000",01/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1059,44,,B3,18 EIGHTH AVENUE,,11217,2,0,2,"2,000","4,536",1899,1,B3,"33,75,000",26/02/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1061,61,,B3,205 BERKELEY PLACE,,11217,2,0,2,"2,100","4,616",1899,1,B3,"33,60,000",16/11/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1062,3,,B9,43 8 AVENUE,,11217,2,0,2,"2,300","5,804",1899,1,B9,"59,50,000",02/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1067,13,,B1,830 PRESIDENT STREET,,11215,2,0,2,"2,033","4,336",1905,1,B1,"43,00,000",09/08/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1068,64,,B1,825 CARROLL STREET,,11215,2,0,2,"1,858","5,106",1899,1,B1,"51,00,000",01/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1070,6,,B3,19 POLHEMUS PLACE,,11215,2,0,2,"1,616","3,276",1901,1,B3,"36,70,000",15/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1070,7,,B3,17 POLHEMUS PLACE,,11215,2,0,2,"1,600","3,180",1901,1,B3,"36,00,000",04/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1073,26,,B3,44 MONTGOMERY PLACE,,11215,2,0,2,"2,000","5,690",1901,1,B3,"61,74,000",16/03/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1074,17,,B3,236 GARFIELD PLACE,,11215,2,0,2,"1,950","4,080",1901,1,B3,"15,00,000",23/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1075,49,,B3,559 1ST STREET,,11215,2,0,2,"2,350","5,000",1901,1,B3,"43,50,000",11/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1078,62,,B1,529 3RD STREET,,11215,2,0,2,"1,900","4,016",1899,1,B1,"47,95,000",16/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1080,31,,B1,556 3 STREET,,11215,2,0,2,"1,900","3,150",1901,1,B1,"47,40,000",15/10/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1082,34,,B3,502 4TH STREET,,11215,2,0,2,"1,667","2,952",1901,1,B3,"43,04,000",20/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1085,43,,B1,104 PROSPECT PARK WEST,,11215,2,0,2,"2,357","5,249",1901,1,B1,"67,50,000",02/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1085,55,,B1,597 6 STREET,,11215,2,0,2,"1,875","4,032",1901,1,B1,"42,79,000",16/10/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1088,61,,B3,461 8 STREET,,11215,2,0,2,"1,800","2,295",1905,1,B3,"20,00,000",23/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1090,13,,B1,434 8TH STREET,,11215,2,0,2,"2,000","2,700",1901,1,B1,"25,50,000",22/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1090,15,,B3,"438 4TH STREET, 3B",,11215,2,0,2,"2,017","2,700",1901,1,B3,"8,75,000",17/12/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1091,23,,B9,528 8 STREET,,11215,2,0,2,"1,830","3,024",1901,1,B9,"32,52,800",09/09/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1093,105,,B9,520A 9TH STREET,,11215,2,0,2,"1,005","2,415",1910,1,B9,"28,00,000",29/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1096,23,,B9,526 11TH STREET,,11215,2,0,2,"2,000","2,442",1901,1,B9,"27,50,000",06/10/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1096,24,,B9,528 11TH STREET,,11215,2,0,2,"2,075","2,442",1901,1,B9,"37,10,000",03/08/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1097,14,,B3,582 11TH STREET,,11215,2,0,2,"1,800","2,376",1910,1,B3,"30,00,000",24/06/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1097,50,,B1,519 12TH STREET,,11215,2,0,2,"2,100","2,832",1899,1,B1,"30,00,000",14/10/20
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1098,37,,S2,1202 8 AVENUE,,11215,2,1,3,"1,605","4,000",1901,1,S2,"25,00,000",03/08/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1101,33,,B9,500 13TH STREET,,11215,2,0,2,"2,000","2,870",1901,1,B9,"39,10,000",15/07/21
PARK SLOPE,02 TWO FAMILY DWELLINGS,1,1103,20,,B9,462 14TH ST,,11215,2,0,2,"1,850","2,340",1899,1,B9,"33,00,000",12/05/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,932,70,,C0,93 ST MARKS PLACE,,11217,3,0,3,"2,000","2,700",1910,1,C0,"21,00,000",27/01/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,932,78,,C0,77 ST MARKS PLACE,,11217,3,0,3,"1,210","2,640",1910,1,C0,"21,00,000",08/07/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,937,30,,C0,674 WARREN STREET,,11217,3,0,3,"2,000","2,880",1901,1,C0,"9,67,337",23/11/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,937,52,,C0,657 BALTIC STREET,,11217,3,0,3,"2,000","2,560",1901,1,C0,"21,00,000",04/08/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,944,14,,C0,16 STERLING PLACE,,11217,3,0,3,"1,792","2,319",1901,1,C0,"16,00,000",06/08/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,944,47,,C0,142 6 AVENUE,,11217,3,0,3,"1,800","4,168",1899,1,C0,"26,95,000",22/01/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,946,77,,C0,657 DEGRAW STREET,,11217,3,0,3,"1,609","3,228",1901,1,C0,"26,00,000",01/07/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,947,20,,C0,30 ST JOHNS PLACE,,11217,3,0,3,"2,481","3,556",1901,1,C0,"29,95,360",24/11/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,947,27,,C0,44 ST JOHNS PLACE,,11217,3,0,3,"2,434","3,564",1901,1,C0,"9,99,999",23/07/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,953,75,,C0,753 UNION STREET,,11215,3,0,3,"1,599","3,220",1920,1,C0,"26,50,000",02/10/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,954,32,,C0,148 BERKELEY PLACE,,11217,3,0,3,"1,583","2,880",1901,1,C0,"32,50,000",26/08/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,964,31,,C0,52 GARFIELD PLACE,,11215,3,0,3,"2,000","2,400",1901,1,C0,"49,95,000",20/04/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,964,52,,C0,289 1 STREET,,11215,3,0,3,"2,000","2,400",1901,1,C0,"23,00,000",21/04/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,985,64,,C0,373 5 STREET,,11215,3,0,3,"2,000","3,378",1899,1,C0,"30,50,000",31/08/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,993,48,,C0,315 7TH STREET,,11215,3,0,3,"1,800","2,484",1901,1,C0,"18,50,000",15/12/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,994,62,,C0,375 7TH STREET,,11215,3,0,3,"1,833","2,430",1899,1,C0,"25,62,500",04/05/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1058,7,,C0,27 7TH AVENUE,,11217,3,0,3,"1,469","3,340",1899,1,C0,"42,50,000",29/03/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1069,29,,C0,20 POLHEMUS PLACE,,11215,3,0,3,"1,728","3,080",1901,1,C0,"37,50,000",01/06/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1078,58,,C0,537 3RD STREET,,11215,3,0,3,"1,900","4,016",1899,1,C0,"43,00,000",13/09/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1079,58,,C0,605 3 STREET,,11215,3,0,3,"1,900","4,000",1901,1,C0,"50,25,000",30/06/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1090,28,,C0,460 8TH STREET,,11215,3,0,3,"1,700","3,060",1901,1,C0,"33,00,000",24/03/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1091,49,,C0,557 9TH STREET,,11215,3,0,3,"1,845","2,904",1901,1,C0,"41,00,000",16/12/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1092,60,,C0,569 10TH STREET,,11215,3,0,3,"1,778","3,705",1901,1,C0,"29,01,000",05/10/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1094,57,,C0,543 11TH STREET,,11215,3,0,3,"2,000","2,790",1910,1,C0,"23,25,000",02/10/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1095,24,,C0,668 10TH STREET,,11215,3,0,3,"1,850","3,240",1899,1,C0,"33,00,000",07/07/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1097,10,,C0,574 11TH STREET,,11215,3,0,3,"1,473","2,376",1910,1,C0,"2,02,150",10/09/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1100,74,,C0,385 14TH STREET,,11215,3,0,3,"2,000","2,724",1901,1,C0,"29,95,000",14/06/21
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1103,51,,C0,465 15TH STREET,,11215,3,0,3,"1,900","2,628",1905,1,C0,"22,00,000",19/10/20
PARK SLOPE,03 THREE FAMILY DWELLINGS,1,1103,60,,C0,445 15TH STREET,,11215,3,0,3,"2,000","2,892",1905,1,C0,"29,50,000",08/01/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,930,2,,C3,53 4TH AVENUE,,11217,4,0,4,"1,600","4,320",1920,2,C3,"28,00,000",25/08/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,930,46,,C3,"415 BERGEN STREET, 4",,11217,4,0,4,"2,000","4,160",1920,2,C3,"30,00,000",24/06/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,933,64,,C2,"27A ST MARKS AVENUE, 5",,11217,5,0,5,"1,867","2,991",1920,2,C2,"23,00,000",08/07/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,934,39,,C7,72 5 AVENUE,,11217,10,1,11,"1,279","4,861",1920,2,C7,"37,00,000",31/03/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,935,41,,C3,"84 6 AVENUE, 4",,11217,4,0,4,"2,108","3,980",1925,2,C3,"30,00,000",13/05/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,935,56,,C5,47 PROSPECT PLACE,,11217,4,0,4,"1,620","2,280",1925,2,C5,"9,98,000",25/08/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,938,55,,C2,"59 PARK PLACE, 2",,11217,5,0,5,"2,500","6,772",1920,2,C2,"16,40,000",17/11/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,938,62,,C3,43 PARK PLACE,,11217,4,0,4,"2,000","3,600",1899,2,C3,"33,75,000",25/08/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,943,1,,C7,149 4 AVENUE,,11217,8,1,9,"1,760","5,940",1920,2,C7,"35,22,420",30/12/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,947,26,,C1,42 ST JOHNS PLACE,,11217,7,0,7,"2,423","3,420",1920,2,C1,"15,00,000",12/03/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,949,3,,C1,"185 4 AVENUE, 8",,11217,8,0,8,"2,080","6,192",1920,2,C1,"1,48,40,000",05/05/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,949,44,,C7,"168 5 AVENUE, 6",,11217,14,2,16,"3,022","11,634",1920,2,C7,"46,00,000",05/05/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,949,56,,C1,"713 SACKETT STREET, 7",,11217,7,0,7,"2,000","4,800",1920,2,C1,"13,39,325",13/04/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,949,68,,C4,689 SACKETT STREET,,11217,6,0,6,"3,600","10,062",1899,2,C4,"43,75,000",06/01/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,956,1,,C7,"223 5 AVENUE, 13",,11215,12,2,14,"2,448","12,240",1920,2,C7,"41,90,000",19/07/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,957,9,,C3,764 UNION STREET,,11215,4,0,4,"1,948","5,496",1920,2,C3,"31,00,000",12/11/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,958,33,,C3,634 PRESIDENT STREET,,11215,4,0,4,"1,387","3,060",1920,2,C3,"20,33,000",22/07/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,959,84,,C3,"615 CARROLL STREET, 4",,11215,4,0,4,"1,725","3,130",1920,2,C3,"29,50,000",16/07/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,960,54,,C1,"717 CARROLL STREET, 8",,11215,8,0,8,"2,700","7,524",1920,2,C1,"35,00,000",12/11/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,962,44,,C3,256 6TH AVENUE,,11215,4,0,4,"1,950","5,176",1920,2,C3,"30,00,000",05/08/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,962,45,,C7,258 6TH AVE,,11215,7,3,10,"2,250","9,500",1920,2,C7,"50,00,000",05/08/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,963,7,,C3,"255 6TH AVENUE, 1",,11215,4,0,4,"1,710","3,420",1930,2,C3,"13,40,000",15/01/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,963,7,,C3,"255 6TH AVENUE, 4",,11215,4,0,4,"1,710","3,420",1930,2,C3,"13,00,000",19/11/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,966,53,,C1,441 1ST STREET,,11215,8,0,8,"2,800","8,960",1920,2,C1,"86,00,000",22/12/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,971,74,,C1,443 2ND STREET,,11215,8,0,8,"2,808","8,425",1920,2,C1,"20,00,000",26/03/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,975,49,,C3,417 3RD STREET,,11215,4,0,4,"1,995","5,208",1920,2,C3,"47,00,000",12/02/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,983,74,,C3,391 4 STREET,,11215,4,0,4,"2,185","6,900",1920,2,C3,"55,50,000",22/12/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,985,44,,C3,340 6 AVENUE,,11215,4,0,4,"1,587","4,125",1920,2,C3,"29,16,000",14/01/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,993,4,,C2,397 4 AVENUE,,11215,6,0,6,"2,102","4,455",1931,2,C2,"11,00,000",23/06/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1058,18,,C1,160 STERLING PLACE,,11217,8,0,8,"2,175","3,941",1920,2,C1,"18,50,000",18/06/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,1067,14,,C3,"832 PRESIDENT STREET, 4",,11215,4,0,4,"2,033","4,156",1920,2,C3,"42,50,000",04/05/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1068,13,,C1,"904 PRESIDENT STREET, 10",,11215,10,0,10,"2,100","5,112",1920,2,C1,"33,75,000",27/09/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1070,5,,C1,21 POLHEMUS PLACE,,11215,7,0,7,"1,584","3,212",1920,2,C1,"23,00,000",01/12/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,1090,38,,C1,812 8TH AVENUE,,11215,16,0,16,"3,766","10,532",1920,2,C1,"55,00,000",23/11/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2A,1092,9,,C3,460 9 STREET,,11215,4,0,4,"1,499","2,382",1920,2,C3,"22,00,000",15/10/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1095,1,,C7,573 11TH STREET,,11215,7,1,8,"2,055","7,300",1920,2,C7,"42,00,000",15/10/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1096,8,,C1,"496 11TH STREET, 8",,11215,8,0,8,"2,483","7,164",1920,2,C1,"27,50,000",25/06/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,1096,35,,C1,558 11TH STREET,,11215,24,0,24,"5,000","13,280",1920,2,C1,"57,00,000",23/02/21
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2,1097,56,,C1,505-509 12TH STREET,,11215,34,0,34,"10,000","30,047",1915,2,C1,"1,11,00,000",01/12/20
PARK SLOPE,07 RENTALS - WALKUP APARTMENTS,2B,1099,3,,C1,1211 8TH AVENUE,,11215,8,0,8,"2,437","6,516",1920,2,C1,"27,50,000",18/11/20
PARK SLOPE,08 RENTALS - ELEVATOR APARTMENTS,2,1079,40,,D1,70 PROSPECT PARK WEST,,11215,30,0,30,"9,298","36,636",1920,2,D1,"1,50,00,000",19/03/21
PARK SLOPE,14 RENTALS - 4-10 UNIT,2A,932,7,,S4,65 4 AVENUE,,11217,4,1,5,"1,745","3,792",1920,2,S4,"74,00,000",03/06/21
PARK SLOPE,14 RENTALS - 4-10 UNIT,2B,947,5,,S5,155 5 AVENUE,,11217,6,1,7,"3,000","7,200",1920,2,S5,"42,25,000",31/03/21
PARK SLOPE,14 RENTALS - 4-10 UNIT,2A,976,39,,S4,"196 7 AVENUE, 3",,11215,4,1,5,"1,600","5,200",1921,2,S4,"2,43,21,263",11/06/21
PARK SLOPE,14 RENTALS - 4-10 UNIT,2A,986,42,,S3,236 7 AVENUE,,11215,3,1,4,"2,544","6,760",1920,2,S3,"67,00,000",22/12/20
PARK SLOPE,14 RENTALS - 4-10 UNIT,2A,1087,45,,S3,116 PROSPECT PARK WEST,,11215,3,1,4,"1,961","3,825",1920,2,S3,"19,25,000",12/07/21
PARK SLOPE,14 RENTALS - 4-10 UNIT,2B,1090,74,,S9,439 9TH STREET,,11215,6,4,10,"2,055","6,290",1921,2,S9,"64,00,000",25/05/21
PARK SLOPE,22 STORE BUILDINGS,4,932,8,,K4,63 4 AVENUE,,11217,2,1,3,"1,745","5,027",1920,4,K4,"74,00,000",03/06/21
PARK SLOPE,22 STORE BUILDINGS,4,956,9,,K2,207 5 AVENUE,,11215,0,1,1,"4,500","5,559",1931,4,K2,"85,20,188",11/05/21
PARK SLOPE,22 STORE BUILDINGS,4,1004,42,,K2,434 5TH AVENUE,,11215,0,1,1,"1,500","3,000",1925,4,K2,"17,00,000",18/05/21
PARK SLOPE,37 RELIGIOUS FACILITIES,4,960,21,,M4,784 PRESIDENT STREET,,11215,0,3,3,"6,950","14,000",1900,4,M4,"84,00,000",19/02/21
PARK SLOPE,38 ASYLUMS AND HOMES,4,1073,58,,N2,305 GARFIELD PLACE,,11215,0,1,1,"2,042","4,234",1900,4,N2,"36,50,000",09/08/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,868,33,,A5,356A PROSPECT AVENUE,,11215,1,0,1,"1,603","1,628",1915,1,A5,"23,65,000",25/01/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,875,33,,A5,420 17TH STREET,,11215,1,0,1,"2,126","1,785",1920,1,A5,"21,60,000",29/01/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,876,13,,A9,448A 17TH STREET,,11215,1,0,1,"1,252","1,244",1910,1,A9,"6,25,000",04/12/20
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,876,16,,A9,452 17TH ST,,11215,1,0,1,"1,252","1,184",1910,1,A9,"6,25,000",17/09/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1016,74,,A4,261 11TH STREET,,11215,1,0,1,"1,667","2,331",1899,1,A4,"27,50,000",23/02/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1024,65,,A5,379 12TH STREET,,11215,1,0,1,"4,367","1,764",1910,1,A5,"28,50,000",13/10/20
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1024,67,,A4,375A 12TH STREET,,11215,1,0,1,"1,875","2,450",1910,1,A4,"9,50,000",26/10/20
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1028,20,,A5,244 12TH STREET,,11215,1,0,1,"1,667","1,440",1901,1,A5,"24,00,000",29/01/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1034,50,,A9,235 14TH STREET,,11215,1,0,1,"2,000","1,304",1899,1,A9,"2,92,305",13/08/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1034,51,,A9,233 14TH STREET,,11215,1,0,1,"2,000","1,470",1899,1,A9,"18,20,000",12/02/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1036,171,,A5,346 13TH STREET,,11215,1,0,1,"1,356","2,448",2018,1,A5,"35,31,000",12/08/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1036,181,,A5,346A 13TH STREET,,11215,1,0,1,"1,306","2,448",2018,1,A5,"35,00,000",12/08/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1036,182,,A5,346B 13TH STREET,,11215,1,0,1,"1,390","2,604",2018,1,A5,"29,99,500",12/08/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1042,23,,A9,290 14TH STREET,,11215,1,0,1,"1,250","1,296",1899,1,A9,"13,50,000",06/05/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1053,20,,A9,188 16TH STREET,,11215,1,0,1,"2,758","1,444",1901,1,A9,"2,25,00,000",24/06/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1053,21,,A9,190 16TH STREET,,11215,1,0,1,"2,492",800,1901,1,A9,"15,00,000",24/06/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1053,22,,A9,192 16 STREET,,11215,1,0,1,"1,650","1,488",1901,1,A9,"21,00,000",23/12/20
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1056,121,,A4,288A 16TH STREET,,11215,1,0,1,930,"1,809",1931,1,A4,"22,75,000",19/03/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1112,23,,A9,24 WINDSOR PLACE,,11215,1,0,1,"1,367",908,1901,1,A9,"14,70,000",13/05/21
PARK SLOPE SOUTH,01 ONE FAMILY DWELLINGS,1,1112,59,,A9,1652 8 AVENUE,,11215,1,0,1,"1,105","1,464",1901,1,A9,"7,50,000",12/01/21
PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,1,1011,54,,B3,437 10TH STREET,,11215,2,0,2,"1,667","1,608",1901,1,B3,"19,05,000",26/03/21
PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,1,1012,25,,B3,414 9 STREET,,11215,2,0,2,"1,450","2,660",1901,1,B3,"19,88,000",28/05/21
PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,1,1016,10,,B3,312 10TH STREET,,11215,2,0,2,"1,733","2,104",1899,1,B3,"22,00,000",25/02/21
PARK SLOPE SOUTH,02 TWO FAMILY DWELLINGS,1,1016,15,,B3,322 10TH STREET,,11215,2,0,2,"1,733","2,104",1899,1,B3,"25,00,000",19/07/21
